@relation marketing_training_predicted

@attribute custAge numeric
@attribute profession {admin.,blue-collar,technician,management,services,unemployed,housemaid,unknown,self-employed,retired,student,entrepreneur}
@attribute marital {single,married,divorced,unknown}
@attribute schooling {university.degree,high.school,basic.4y,basic.9y,professional.course,basic.6y,unknown,illiterate}
@attribute default {unknown,no,yes}
@attribute housing {no,yes,unknown}
@attribute loan {no,yes,unknown}
@attribute contact {cellular,telephone}
@attribute month {nov,jul,may,aug,apr,jun,mar,oct,sep,dec}
@attribute day_of_week {mon,wed,tue,fri,thu}
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {nonexistent,failure,success}
@attribute emp.var.rate numeric
@attribute cons.price.idx numeric
@attribute cons.conf.idx numeric
@attribute euribor3m numeric
@attribute nr.employed numeric
@attribute pmonths numeric
@attribute pastEmail numeric
@attribute 'prediction margin' numeric
@attribute 'predicted responded' {no,yes}
@attribute responded {no,yes}

@data
34,entrepreneur,married,basic.4y,no,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.915225,no,no
56,admin.,married,?,unknown,unknown,unknown,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.928205,no,no
36,services,married,basic.6y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.913071,no,no
?,retired,married,basic.9y,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.854306,no,no
29,technician,married,professional.course,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.919939,no,no
32,blue-collar,married,basic.4y,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.895158,no,no
35,blue-collar,divorced,high.school,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.937594,no,no
41,management,married,?,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.723365,no,no
48,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu,16,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,0.906802,no,no
56,retired,married,unknown,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.816871,no,no
?,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.925282,no,no
44,blue-collar,single,?,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,999,0,0.407064,no,no
?,housemaid,married,basic.4y,no,no,no,cellular,jul,?,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,0.961027,no,no
43,admin.,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0.894193,no,no
?,services,married,high.school,no,yes,no,telephone,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0.916184,no,no
43,technician,single,professional.course,no,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,0.910771,no,no
50,technician,divorced,professional.course,no,no,no,telephone,jun,?,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,0.91794,no,no
33,admin.,single,university.degree,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,0.712334,no,no
45,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,0.905414,no,no
41,blue-collar,married,unknown,no,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0.836301,no,no
47,management,married,basic.4y,unknown,yes,no,cellular,nov,?,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.948372,no,no
37,admin.,single,university.degree,no,yes,yes,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50,1.703,5099.1,999,0,0.267117,no,no
29,technician,single,university.degree,no,yes,no,cellular,jun,?,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,0.395984,no,no
38,entrepreneur,married,university.degree,unknown,yes,no,cellular,apr,?,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0,0.519343,no,no
59,retired,married,unknown,no,no,yes,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.849743,no,no
46,services,married,high.school,unknown,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,4,0.923745,no,no
37,technician,married,?,unknown,yes,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.948128,no,no
?,housemaid,divorced,?,no,no,no,cellular,nov,?,2,999,1,failure,-0.1,93.2,-42,4.12,5195.8,999,0,0.972973,no,no
31,admin.,single,university.degree,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.866669,no,no
39,technician,married,university.degree,unknown,yes,no,cellular,aug,fri,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.94462,no,no
?,services,single,?,no,unknown,unknown,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.955992,no,no
?,admin.,married,university.degree,no,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.918803,no,no
44,blue-collar,married,?,unknown,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,0.937383,no,no
30,student,single,basic.9y,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.896111,no,no
23,blue-collar,single,basic.4y,no,yes,no,telephone,jun,fri,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.927748,no,no
?,admin.,married,university.degree,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.743038,no,no
28,management,single,?,no,yes,no,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.819,5017.5,999,0,-0.148403,yes,no
60,admin.,divorced,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,0.861113,no,no
39,entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,0.894071,no,no
?,admin.,single,basic.9y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.942742,no,no
51,services,married,?,no,no,yes,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.930824,no,no
36,entrepreneur,married,?,no,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.914073,no,no
41,self-employed,married,basic.9y,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.895574,no,no
32,services,married,basic.4y,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,0.951856,no,no
?,blue-collar,married,basic.9y,no,no,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,0.884453,no,no
36,housemaid,married,basic.4y,unknown,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,0.980012,no,no
39,management,married,high.school,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.909374,no,no
?,self-employed,single,university.degree,no,yes,yes,cellular,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,999,0,0.457896,no,no
33,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.912914,no,no
42,technician,single,unknown,no,no,no,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,0.917726,no,no
37,technician,married,basic.6y,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.882084,no,no
36,services,single,high.school,no,no,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.869227,no,no
?,technician,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.871365,no,no
50,blue-collar,married,?,unknown,yes,yes,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.943114,no,no
?,management,single,?,no,no,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,0.797099,no,no
27,admin.,single,university.degree,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,0.861761,no,no
53,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,0.940085,no,no
?,admin.,single,university.degree,no,yes,no,cellular,nov,?,1,9,3,failure,-3.4,92.649,-30.1,0.716,5017.5,0.3,15,0.473349,no,no
?,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,0.663899,no,no
?,services,divorced,high.school,unknown,yes,no,cellular,apr,tue,1,2,1,success,-1.8,93.075,-47.1,1.453,5099.1,0.066667,2,-0.011225,yes,no
?,admin.,single,?,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,0.921083,no,no
61,admin.,married,high.school,no,no,no,telephone,nov,wed,4,999,0,nonexistent,-1.1,94.767,-50.8,1.044,4963.6,999,0,0.656589,no,no
60,entrepreneur,married,?,no,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.883589,no,no
?,admin.,married,?,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.913871,no,no
37,blue-collar,married,basic.4y,no,no,yes,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,0.822526,no,no
43,technician,married,?,no,yes,yes,cellular,aug,wed,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,0.941567,no,no
?,entrepreneur,married,university.degree,no,no,no,cellular,may,tue,1,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,1,0.822698,no,no
45,admin.,married,basic.9y,unknown,no,no,telephone,jun,mon,4,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,0.93803,no,no
29,technician,single,professional.course,no,yes,no,cellular,nov,?,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,999,1,0.957808,no,no
?,admin.,married,high.school,no,yes,yes,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.936686,no,no
28,admin.,single,?,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,0.707765,no,no
?,self-employed,married,university.degree,no,yes,no,telephone,jul,thu,27,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,0.984082,no,no
24,management,married,unknown,no,no,no,cellular,mar,fri,5,999,0,nonexistent,-1.8,92.843,-50,1.574,5099.1,999,0,0.058685,no,no
48,admin.,married,?,no,yes,no,telephone,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,0.960537,no,no
33,blue-collar,divorced,basic.6y,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,0.92347,no,no
56,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,0.956913,no,no
27,self-employed,single,university.degree,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,999,0,0.765982,no,no
29,admin.,single,?,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,999,0,0.768157,no,no
73,retired,married,basic.4y,no,yes,yes,telephone,jul,tue,2,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6,999,0,0.355641,no,no
50,entrepreneur,married,basic.9y,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,0.904933,no,no
?,blue-collar,married,basic.9y,no,yes,no,cellular,apr,?,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,-0.553559,no,yes
?,admin.,single,high.school,no,no,no,telephone,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,-0.780933,no,yes
56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,15,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,-0.971519,no,yes
52,entrepreneur,divorced,high.school,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,-0.863192,no,yes
38,self-employed,divorced,high.school,no,no,no,cellular,aug,fri,3,999,1,failure,-2.9,92.201,-31.4,0.869,5076.2,999,1,-0.717693,no,yes
?,technician,married,?,no,no,no,cellular,jul,mon,1,6,3,success,-1.7,94.215,-40.3,0.889,4991.6,0.2,6,0.529456,yes,yes
64,retired,married,professional.course,no,yes,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,999,0,0.202338,yes,yes
?,management,divorced,university.degree,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,-0.78411,no,yes
37,blue-collar,married,?,no,no,no,cellular,may,tue,3,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,999,0,-0.744539,no,yes
?,admin.,single,?,no,no,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,-0.457444,no,yes
?,admin.,single,?,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,999,0,0.218813,yes,yes
27,unknown,single,university.degree,no,yes,no,cellular,jun,wed,4,3,2,success,-1.7,94.055,-39.8,0.767,4991.6,0.1,6,-0.11089,no,yes
?,admin.,married,university.degree,no,no,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,-0.918875,no,yes
42,blue-collar,married,high.school,no,no,yes,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,-0.931754,no,yes
?,services,single,unknown,no,yes,no,cellular,mar,tue,13,999,0,nonexistent,-1.8,92.843,-50,1.799,5099.1,999,0,-0.291772,no,yes
43,admin.,married,high.school,no,yes,no,cellular,aug,tue,2,3,2,success,-2.9,92.201,-31.4,0.838,5076.2,0.1,18,-0.277349,no,yes
30,student,single,?,no,no,no,cellular,mar,thu,1,14,1,success,-1.8,93.369,-34.8,0.635,5008.7,0.466667,1,0.894812,yes,yes
?,management,married,university.degree,unknown,no,yes,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,-0.694764,no,yes
53,technician,married,professional.course,unknown,yes,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,-0.94268,no,yes
?,technician,married,professional.course,no,yes,no,telephone,jun,?,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,-0.912054,no,yes
40,admin.,divorced,?,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,999,0,-0.473714,no,yes
29,admin.,married,university.degree,no,no,no,cellular,aug,fri,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,-0.905949,no,yes
42,blue-collar,married,?,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,-0.858472,no,yes
35,technician,married,?,no,yes,yes,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,-0.953032,no,yes
59,management,married,?,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,-1.7,94.215,-40.3,0.885,4991.6,999,0,0.226766,yes,yes
43,blue-collar,married,?,no,no,no,cellular,jul,mon,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,-0.895814,no,yes
?,housemaid,married,basic.4y,no,no,yes,telephone,nov,wed,1,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,0.1,6,-0.560294,no,yes
?,admin.,single,high.school,no,no,no,cellular,jul,tue,2,3,3,success,-1.7,94.215,-40.3,0.835,4991.6,0.1,12,0.496824,yes,yes
38,blue-collar,single,high.school,unknown,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0,-0.886664,no,yes
42,services,divorced,basic.6y,no,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,999,0,-0.919711,no,yes
33,admin.,single,university.degree,no,no,no,cellular,mar,tue,2,999,1,failure,-1.8,92.843,-50,1.614,5099.1,999,1,-0.444733,no,yes
23,student,single,basic.6y,no,no,no,cellular,jun,?,1,14,1,success,-1.7,94.055,-39.8,0.748,4991.6,0.466667,2,0.568438,yes,yes
59,admin.,married,university.degree,unknown,yes,no,cellular,jun,?,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999,0,-0.414649,no,yes
?,technician,married,university.degree,no,yes,no,cellular,aug,?,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,-0.941352,no,yes
?,technician,single,professional.course,no,no,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,-0.756762,no,yes
32,self-employed,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999,0,-0.51329,no,yes
?,admin.,divorced,?,no,yes,no,cellular,aug,tue,1,6,1,success,-2.9,92.201,-31.4,0.838,5076.2,0.2,2,0.401927,yes,yes
82,retired,divorced,?,no,no,no,cellular,apr,mon,1,6,2,success,-1.8,93.749,-34.6,0.643,5008.7,0.2,6,0.630229,yes,yes
?,management,married,university.degree,no,yes,no,cellular,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,-0.853085,no,yes
?,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,9,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,-0.896289,no,yes
45,unknown,unknown,unknown,no,yes,yes,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,-1,no,yes
43,admin.,married,high.school,no,no,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,-0.756429,no,yes
31,unemployed,married,basic.9y,no,no,no,cellular,may,?,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,-0.819841,no,yes
?,admin.,single,?,no,no,yes,cellular,may,tue,1,10,1,success,-1.8,92.893,-46.2,1.291,5099.1,0.333333,2,-0.132977,no,yes
?,services,single,university.degree,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,999,0,-0.799307,no,yes
21,student,single,basic.9y,no,unknown,unknown,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,999,0,0.197931,yes,yes
77,retired,married,basic.4y,no,no,no,cellular,aug,thu,1,9,4,failure,-1.7,94.027,-38.3,0.904,4991.6,0.3,16,0.020176,yes,yes
?,student,single,?,no,no,no,cellular,jul,tue,2,16,1,success,-1.7,94.215,-40.3,0.876,4991.6,0.533333,2,0.874183,yes,yes
50,blue-collar,divorced,basic.4y,no,yes,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,-0.830856,no,yes
40,admin.,single,high.school,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,999,0,-0.203332,no,yes
?,student,single,university.degree,no,no,yes,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,-0.05696,no,yes
27,admin.,single,?,no,no,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,999,0,0.16797,yes,yes
?,technician,married,professional.course,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.77,5017.5,0.1,0,0.703187,yes,yes
44,services,married,high.school,no,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.264,5099.1,999,1,-0.917745,no,yes
61,retired,married,?,no,yes,no,cellular,sep,wed,1,3,1,success,-3.4,92.379,-29.8,0.753,5017.5,0.1,3,0.78944,yes,yes
19,student,single,unknown,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,999,0,-0.474228,no,yes
80,housemaid,married,basic.4y,no,yes,yes,cellular,apr,tue,1,12,1,success,-1.8,93.749,-34.6,0.644,5008.7,0.4,1,0.40028,yes,yes
31,services,single,basic.9y,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,-0.886896,no,yes
31,self-employed,married,university.degree,no,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,4,-0.905885,no,yes
48,entrepreneur,married,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,999,0,-0.642273,no,yes
33,blue-collar,married,?,no,yes,no,cellular,may,?,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,-0.758272,no,yes
30,technician,single,university.degree,no,yes,no,cellular,sep,fri,2,15,4,failure,-1.1,94.199,-37.5,0.879,4963.6,0.5,0,0.305508,yes,yes
82,retired,divorced,basic.4y,no,yes,no,cellular,sep,thu,2,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,999,0,-0.394968,no,yes
27,student,single,?,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,999,0,-0.25597,no,yes
32,blue-collar,married,?,no,no,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,-0.865045,no,yes
29,admin.,single,?,no,yes,yes,cellular,nov,?,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,-0.911189,no,yes
?,retired,married,?,no,no,no,cellular,mar,tue,2,5,1,success,-1.8,93.369,-34.8,0.652,5008.7,0.166667,1,0.843224,yes,yes
?,services,married,?,no,yes,yes,cellular,apr,?,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,-0.637638,no,yes
?,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,3,-0.906327,no,yes
?,blue-collar,married,basic.6y,no,yes,yes,cellular,may,fri,1,3,2,success,-1.8,93.876,-40,0.695,5008.7,0.1,14,0.226417,yes,yes
32,admin.,married,?,no,yes,no,cellular,sep,mon,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,999,0,-0.135714,no,yes
34,technician,single,?,no,no,no,cellular,aug,mon,3,6,3,success,-1.7,94.027,-38.3,0.896,4991.6,0.2,3,0.667962,yes,yes
36,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,4,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,999,0,-0.231645,no,yes
?,housemaid,married,basic.4y,unknown,no,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,-0.976176,no,yes
?,admin.,single,high.school,no,yes,no,cellular,may,fri,2,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,999,3,-0.868659,no,yes
?,blue-collar,married,?,no,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,-0.396055,no,yes
38,technician,married,university.degree,no,no,no,cellular,jun,?,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,-0.440839,no,yes
34,admin.,single,university.degree,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,-0.853883,no,yes
51,technician,married,basic.9y,no,no,no,telephone,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999,0,-0.699554,no,yes
32,blue-collar,single,?,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,-0.682056,no,yes
33,admin.,single,?,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,999,0,0.052151,yes,yes
28,management,single,university.degree,no,yes,no,cellular,sep,wed,3,6,1,success,-1.1,94.199,-37.5,0.88,4963.6,0.2,3,0.645733,yes,yes
26,admin.,married,high.school,no,yes,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.731,5017.5,999,0,-0.188829,no,yes
?,services,single,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,-0.595931,no,yes
32,entrepreneur,married,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,0.85278,no,no
50,admin.,married,university.degree,no,no,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,0.891847,no,no
35,management,single,university.degree,no,no,yes,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,0.914499,no,no
45,self-employed,married,basic.4y,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,0.951988,no,no
49,blue-collar,married,basic.4y,unknown,no,no,telephone,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,999,0,0.963547,no,no
44,admin.,married,high.school,no,no,no,telephone,may,?,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,0.924644,no,no
